record_id,ocid,contract_id,data_source,country,country_name,buyer_region,is_oecd,tender_date,award_date,contract_date,year,month,quarter,year_month,time_to_award_days,value_local,currency_local,value_usd,value_eur,value_usd_2020,log_value_usd,estimated_value_usd,procurement_method,procurement_method_category,is_framework,is_emergency,is_above_threshold,n_bidders,single_bidder,competitive,hhi_buyer,hhi_sector,buyer_id,buyer_name,buyer_type,buyer_type_category,supplier_id,supplier_name,supplier_country,supplier_is_sme,supplier_is_foreign,cpv_code,cpv_division,cpv_group,cpv_class,cpv_description,sector,gprd_sector,carbon_intensity_kg_usd,carbon_footprint_kg,flag_missing_value,flag_missing_dates,flag_outlier_value,quality_score
EU_TED_4232737,ocds-ted-eu-10790,-nan,EU_TED,FR,France,,True,,,,2013.0,,,NaT,,,EUR,,,,,,limited,NEGOTIATED,True,,False,,False,False,1.0,,None,DSNA,EU institution,OTHER,,,,False,True,31711423.0,31,317,3171,,,,,,True,True,False,0.2857142857142857
EU_TED_18751224,ocds-ted-eu-4289716,-76,EU_TED,RO,Romania,,False,,,,2018.0,4.0,2.0,NaT,,850325.62,EUR,1003384.2315999999,850325.62,1063587.285496,6.001467271713739,,open,OPEN,True,,True,,False,False,0.6873592955584062,,4426352,Spitalul Clinic de Urgenţă pentru Copii Cluj-Napoca,Central government,CENTRAL_GOVERNMENT,,,,False,True,33690000.0,33,336,3369,,,,,,False,True,False,0.42857142857142855
OCDS_CO_45173959,ocds-k50g02-CO1.BDOS.1716525,UAEGRD-CPS-005-2021,OCDS_CO,CO,Colombia,,True,2021-02-01 16:39:34,,,2021.0,2.0,1.0,2021-02,,26707835.0,COP,7141.132352941177,6491.938502673796,6784.075735294117,3.85376708231428,7141.132352941177,direct,DIRECT,False,False,False,0.0,False,False,0.9766159391585446,0.999512881969996,899999114,UNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTION DEL RIESGO DE DESASTRES DE CUNDINAMARCA ,,OTHER,nan,nan,nan,,True,1.80111600,1.,1.8,1.80,,OTHER,,,,False,True,False,0.7142857142857143
EU_TED_5465066,ocds-ted-eu-2015284888,2015284888-nan,EU_TED,ES,Spain,,True,,,,2015.0,,,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.9998982334511768,,nan,Consejería de Hacienda y Administraciones Públicas,Body governed by public law,PUBLIC_BODY,nan,Brócoli; S.L; UTE Servicios Osga; S.L. — Empledis; S.L.; Compañía Privada para el Desarrollo de los Servicios Públicos COPRISER; S.L.; Amiab; S.L.; Limpiezas Gredos; S.A.; Safenia; S.L.; Limptraman; S.L. y Servicios de Limpieza y Mantenimiento Raspeig; S.L.,nan,False,True,90910000,90,909,9091,,,,,,True,True,False,0.42857142857142855
EU_TED_29641392,ocds-ted-eu-2022160426,2022160426-nan,EU_TED,PL,Poland,,True,,,,2022.0,3.0,1.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.15870405047181527,,5250005834,POLITECHNIKA WARSZAWSKA,Utilities,OTHER,nan,nan,nan,False,True,38970000,38,389,3897,,,,,,True,True,False,0.42857142857142855
OCDS_CO_34459507,ocds-k50g02-12-12-789616,12-12-789616,OCDS_CO,CO,Colombia,,True,2012-02-09 09:35:06,,,2012.0,2.0,1.0,2012-02,,3000000.0,COP,1666.6666666666667,1515.151515151515,1966.6666666666667,3.2218487496163566,1666.6666666666667,direct,DIRECT,False,False,False,0.0,False,False,0.26750679097176616,0.999512881969996,null,null,,OTHER,5210244,JAIME ARTURO CERON JURADO,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
OCDS_CO_37111005,ocds-k50g02-15-12-3303100,15-12-3303100,OCDS_CO,CO,Colombia,,True,2015-01-14 10:26:05,,,2015.0,1.0,1.0,2015-01,,1710000.0,COP,624.0875912408759,567.3523556735234,705.2189781021897,2.7952455475717657,624.0875912408759,direct,DIRECT,False,False,False,0.0,False,False,0.26750679097176616,0.999512881969996,null,null,,OTHER,60414271 ,OFELIA PACHECO PEREZ,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_10068189,ocds-ted-eu-2019149632,2019149632-nan,EU_TED,BG,Bulgaria,,False,,,,2018.0,3.0,1.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.49830633082502196,,000697371,Министерство на околната среда и водите,Central government,CENTRAL_GOVERNMENT,nan,nan,nan,False,True,64211000,64,642,6421,,,,,,True,True,False,0.42857142857142855
OCDS_CO_34764017,ocds-k50g02-15-12-3862370,15-12-3862370,OCDS_CO,CO,Colombia,,True,2015-05-27 00:00:00,,,2015.0,5.0,2.0,2015-05,,,COP,,,,,,limited,NEGOTIATED,False,False,False,0.0,False,False,0.9920180470002858,0.999512881969996,890905211,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,,OTHER,,,,False,True,,,,,,OTHER,,,,True,True,False,0.2857142857142857
EU_TED_31835009,ocds-ted-eu-1396492,-13 - 2142,EU_TED,DE,Germany,,True,,,,2022.0,11.0,4.0,NaT,,,EUR,,,,,,limited,NEGOTIATED,True,,False,,False,False,1.0,,None,PBMG eG,Utilities,OTHER,,,,False,True,33600000,33,336,3360,,,,,,True,True,False,0.2857142857142857
OCDS_CO_38447061,ocds-k50g02-16-12-5784839,16-12-5784839,OCDS_CO,CO,Colombia,,True,2016-11-09 15:29:00,,,2016.0,11.0,4.0,2016-11,,4200000.0,COP,1377.049180327869,1251.8628912071536,1528.5245901639346,3.1389494510511144,1377.049180327869,direct,DIRECT,False,False,False,0.0,False,False,0.024410484165992577,0.03271454890460778,845000021,VAUPES - GOBERNACION,,OTHER,112190097,ANGELA PAOLA MARTINEZ FAJARDO,Colombia,False,False,801115,80,801,8011,,SERVICES,,,,False,True,False,0.7142857142857143
EU_TED_29652594,ocds-ted-eu-2022169497,2022169497-10,EU_TED,RO,Romania,,False,,,,2022.0,3.0,1.0,NaT,,2955.2,EUR,3102.96,2955.2,2699.5752,3.4917761771661042,,open,OPEN,False,,False,4.0,False,True,0.6659588040996817,,5062357,Spitalulul Clinic de Ortopedie Traumatologie si TBC Osteoarticular Foisor,Regional agency,REGIONAL_AUTHORITY,RO 8955860---RO 9311280,ALLIANCE HEALTHCARE ROMANIA---MEDIPLUS EXIM,RO---RO,False,True,33690000,33,336,3369,,,,,,False,False,False,0.7142857142857143
OCDS_CO_36894726,ocds-k50g02-14-13-3175200,14-13-3175200,OCDS_CO,CO,Colombia,,True,2014-12-01 08:00:00,,,2014.0,12.0,4.0,2014-12,,13205990.0,COP,6602.995,6002.722727272727,7461.384349999999,3.819740968411397,6624.0,open,OPEN,False,False,False,0.0,False,False,0.26750679097176616,0.999512881969996,null,null,,OTHER,76337332,GILIBERTO MARTINEZ ESCOBAR,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_8961802,ocds-ted-eu-202166356,202166356-2,EU_TED,ES,Spain,,True,,,,2018.0,2.0,1.0,NaT,,480000.0,EUR,566400.0,480000.0,600384.0,5.753123244681713,,open,OPEN,True,,True,39.0,False,True,0.2621362433927389,,G73338857,Fundación para la Formación e Investigación Sanitarias de la Región de Murcia,Utilities,OTHER,nan,"Roche Diagnostics, S.L.",ES,False,True,33696500,33,336,3369,,,,,,False,False,False,0.7142857142857143
OCDS_CO_34912778,ocds-k50g02-16-12-5260140,16-12-5260140,OCDS_CO,CO,Colombia,,True,2016-06-13 08:00:00,,,2016.0,6.0,2.0,2016-06,,,COP,,,,,1780.332786885246,direct,DIRECT,False,False,False,0.0,False,False,0.8696828862832218,0.03271454890460778,805027261,VALLE DEL CAUCA - ESE RED DE SALUD DEL CENTRO - CALI,,OTHER,,,,False,True,801115,80,801,8011,,SERVICES,,,,True,True,False,0.42857142857142855
EU_TED_30024443,ocds-ted-eu-2022444782,2022444782-17,EU_TED,FR,France,,True,,,,2022.0,8.0,3.0,NaT,,3949.14,EUR,4146.597,3949.14,3607.53939,3.6176918291472595,,open,OPEN,False,,False,3.0,False,True,0.9998982334511768,,nan,société Immobilière de Kourou (Simko),Utilities,OTHER,nan,sodex'Net,FR,False,True,90921000,90,909,9092,,,,,,False,False,False,0.7142857142857143
EU_TED_29846422,ocds-ted-eu-2022313913,2022313913-nan,EU_TED,IT,Italy,,True,,,,2022.0,6.0,2.0,NaT,,10222136.52,EUR,10733243.346,10222136.52,9337921.71102,7.030730975873734,,open,OPEN,True,,True,10.0,False,True,0.9998982334511768,,nan,Trenitalia S.p.A. – Direzione Business AV,EU institution,OTHER,nan,C.I.C.L.A.T. – Consorzio Italiano Cooperative Lavoratori Ausiliari Traffico Società Consortile cooperativa stabile,IT,False,True,63110000,63,631,6311,,,,,,False,False,False,0.7142857142857143
EU_TED_14540275,ocds-ted-eu-78767,-4,EU_TED,LV,Latvia,,True,,,,2018.0,1.0,1.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.37676881639163523,,90009114631,Limbažu novada pašvaldība,Body governed by public law,PUBLIC_BODY,,,,False,True,15000000.0,15,150,1500,,,,,,True,True,False,0.2857142857142857
EU_TED_29894324,ocds-ted-eu-2022350677,2022350677-05,EU_TED,FR,France,,True,,,,2022.0,6.0,2.0,NaT,,220169.4,EUR,231177.87,220169.4,201124.7469,5.363946257962662,,open,OPEN,True,,True,1.0,True,False,0.9998982334511768,,nan,region auvergne rhone alpes,Body governed by public law,PUBLIC_BODY,nan,sarl arsac tourisme,FR,True,True,60130000,60,601,6013,,,,,,False,False,False,0.7142857142857143
EU_TED_22382705,ocds-ted-eu-2019121600,2019121600-1,EU_TED,PL,Poland,,True,,,,2019.0,3.0,1.0,NaT,,565921.07,EUR,633831.5984,565921.07,659184.8623360001,5.801973886272213,,open,OPEN,False,,True,1.0,True,False,0.9998982334511768,,nan,Wojewódzki Szpital Zespolony,Utilities,OTHER,nan,Komtur Polska Sp. z o.o.,PL,False,True,33600000,33,336,3360,,,,,,False,False,False,0.7142857142857143
EU_TED_31554919,ocds-ted-eu-1116402,-3,EU_TED,FR,France,,True,,,,2022.0,11.0,4.0,NaT,,485000.0,EUR,509250.0,485000.0,443047.5,5.706931037672201,,open,OPEN,True,,True,,False,False,1.0,,None,centre Hospitalier de Nevers,Public undertaking,OTHER,,,,False,True,39500000,39,395,3950,,,,,,False,True,False,0.42857142857142855
EU_TED_30914158,ocds-ted-eu-475641,-66,EU_TED,PL,Poland,,True,,,,2022.0,5.0,2.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Samodzielny Publiczny Zakład Opieki Zdrowotnej Uniwersytecki Szpital Kliniczny Nr 1 Im. Norberta Barlickiego Uniwersytetu Medycznego w Łodzi,Utilities,OTHER,,,,False,True,33600000,33,336,3360,,,,,,True,True,False,0.2857142857142857
EU_TED_26751447,ocds-ted-eu-1182779,-nan,EU_TED,HR,Croatia,,False,,,,2020.0,12.0,4.0,NaT,,218009.35,EUR,248530.65899999999,218009.35,248530.65899999999,5.395379971392122,,open,OPEN,False,,True,,False,False,0.60969085640419,,12405095116,Grad Krk,Body governed by public law,PUBLIC_BODY,,,,False,True,72224000,72,722,7222,,,,,,False,True,False,0.42857142857142855
EU_TED_9666355,ocds-ted-eu-2018350891,2018350891-5,EU_TED,PL,Poland,,True,,,,2018.0,8.0,3.0,NaT,,105379.35,EUR,124347.633,105379.35,131808.49098,5.09463752273967,,open,OPEN,False,,False,1.0,True,False,0.9998982334511768,,nan,Dolnośląskie Centrum Onkologii we Wrocławiu,Public undertaking,OTHER,nan,CONLULTRONIX S.A.,PL,True,True,33100000,33,331,3310,,,,,,False,False,False,0.7142857142857143
EU_TED_24757892,ocds-ted-eu-2020146825,2020146825-nan,EU_TED,GB,United Kingdom,,True,,,,2020.0,3.0,1.0,NaT,,20.79,EUR,23.700599999999998,20.79,23.700599999999998,1.3747593406679417,,open,OPEN,False,,False,2.0,False,True,0.9998982334511768,,nan,Cardiff City Council,Body governed by public law,PUBLIC_BODY,nan,Prime Care Services Ltd,UK,True,True,85312000,85,853,8531,,,,,,False,False,True,0.7142857142857143
EU_TED_22207555,ocds-ted-eu-201915250,201915250-nan,EU_TED,PL,Poland,,True,,,,2019.0,1.0,1.0,NaT,,13961.28,EUR,15636.633600000003,13961.28,16262.098944000003,4.194143259829326,,open,OPEN,False,,False,1.0,True,False,0.9998982334511768,,nan,Katowickie Wodociągi Spółka Akcyjna,EU institution,OTHER,nan,Firma Usług Ekologicznych Krystyna Żądło---Firma Usług Transportowych Wiesław Żądło,PL---PL,False,True,90500000,90,905,9050,,,,,,False,False,False,0.7142857142857143
EU_TED_34028575,ocds-ted-eu-771199,-nan,EU_TED,DE,Germany,,True,,,,2023.0,8.0,3.0,NaT,,234700.0,EUR,253476.00000000003,234700.0,212919.84000000003,5.403936845085543,,open,OPEN,False,,True,,False,False,1.0,,None,Landratsamt Ilm-Kreis,Body governed by public law,PUBLIC_BODY,,,,False,True,90919300,90,909,9091,,,,,,False,True,False,0.42857142857142855
EU_TED_3660266,ocds-ted-eu-135078,-nan,EU_TED,FR,France,,True,,,,2012.0,,,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Ville de Buc,Other,OTHER,,,,False,True,45233142.0,45,452,4523,,,,,,True,True,False,0.2857142857142857
EU_TED_25064941,ocds-ted-eu-2020331347,2020331347-1,EU_TED,GB,United Kingdom,,True,,,,2020.0,7.0,3.0,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,0.9998982334511768,,nan,London Universities Purchasing Consortium,Public undertaking,OTHER,nan,nan,nan,False,True,38000000,38,380,3800,,,,,,True,True,False,0.42857142857142855
OCDS_CO_39509051,ocds-k50g02-17-12-7346393,17-12-7346393,OCDS_CO,CO,Colombia,,True,2017-11-27 14:59:18,,,2017.0,11.0,4.0,2017-11,,2216667.0,COP,751.4125423728814,683.1023112480739,819.0396711864407,2.8758784399127153,751.4125423728814,direct,DIRECT,False,False,False,0.0,False,False,0.010816616813174121,0.03271454890460778,800103196,GUAVIARE - GOBERNACION,,OTHER,112223754,ANA YIBER GOMEZ BERMUDEZ,Colombia,False,False,801116,80,801,8011,,SERVICES,,,,False,True,False,0.7142857142857143
EU_TED_15607759,ocds-ted-eu-1146251,-nan,EU_TED,RO,Romania,,False,,,,2018.0,4.0,2.0,NaT,,1925245.81,EUR,2271790.0557999997,1925245.81,2408097.459148,6.356368194195468,,open,OPEN,True,,True,,False,False,1.0,,None,Spitalul Clinic de Urgență București,Utilities,OTHER,,,,False,True,33140000.0,33,331,3314,,,,,,False,True,False,0.42857142857142855
EU_TED_31396490,ocds-ted-eu-957973,-3,EU_TED,RO,Romania,,False,,,,2022.0,9.0,3.0,NaT,,2739576.39,EUR,2876555.2095000003,2739576.39,2502603.0322650005,6.458872713821661,,open,OPEN,True,,True,,False,False,0.8135255219109206,,9753096,DIRECTIA GENERALA DE ASISTENTA SOCIALA SI PROTECTIA COPILULUI SIBIU,Central government,CENTRAL_GOVERNMENT,,,,False,True,15000000,15,150,1500,,,,,,False,True,False,0.42857142857142855
EU_TED_27278242,ocds-ted-eu-2021222318,2021222318-nan,EU_TED,SI,Slovenia,,True,,,,2021.0,4.0,2.0,NaT,,8267.48,EUR,9755.6264,8267.48,9267.84508,3.989255160284047,,limited,NEGOTIATED,False,,False,1.0,True,False,0.33324853553393197,,1626914000,"Univerza v Ljubljani, Biotehniška fakulteta",Public undertaking,OTHER,5843839000,ŽIPO živinoreja poljedelstvo Lenart d.o.o.,SI,True,True,15111100,15,151,1511,,,,,,False,False,False,0.7142857142857143
EU_TED_7578244,ocds-ted-eu-36475,-4,EU_TED,FR,France,,True,,,,2017.0,1.0,1.0,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,1.0,,None,SDE des Côtes d'Armor,Body governed by public law,PUBLIC_BODY,,,,False,True,71354100.0,71,713,7135,,,,,,True,True,False,0.2857142857142857
EU_TED_21045507,ocds-ted-eu-6583999,-13 - 436,EU_TED,DE,Germany,,True,,,,2018.0,11.0,4.0,NaT,,,EUR,,,,,,limited,NEGOTIATED,True,,False,,False,False,1.0,,None,PBMG eG,Utilities,OTHER,,,,False,True,33600000.0,33,336,3360,,,,,,True,True,False,0.2857142857142857
EU_TED_31420959,ocds-ted-eu-982442,-nan,EU_TED,FR,France,,True,,,,2022.0,10.0,4.0,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,1.0,,None,ca de bethune bruay artois lys romane,Public undertaking,OTHER,,,,False,True,71410000,71,714,7141,,,,,,True,True,False,0.2857142857142857
EU_TED_23315320,ocds-ted-eu-146178,-1,EU_TED,FR,France,,True,,,,2019.0,2.0,1.0,NaT,,14178500.0,EUR,15879920.000000002,14178500.0,16515116.800000003,7.200848310204045,,open,OPEN,False,,True,,False,False,1.0,,None,Immobilière 3F,Utilities,OTHER,,,,False,True,50000000,50,500,5000,,,,,,False,True,False,0.42857142857142855
EU_TED_30881836,ocds-ted-eu-443319,-25,EU_TED,GR,Greece,,True,,,,2022.0,5.0,2.0,NaT,,370967.74,EUR,389516.127,370967.74,338879.03049,5.590525443323393,,open,OPEN,False,,True,,False,False,1.0,,None,ΑΝΕΞΑΡΤΗΤΗ ΑΡΧΗ ΔΗΜΟΣΙΩΝ ΕΣΟΔΩΝ (Α.Α.Δ.Ε.),Utilities,OTHER,,,,False,True,24327000,24,243,2432,,,,,,False,True,False,0.42857142857142855
EU_TED_22854524,ocds-ted-eu-2019423857,2019423857-91,EU_TED,RO,Romania,,False,,,,2019.0,9.0,3.0,NaT,,23329.48,EUR,26129.017600000003,23329.48,27174.178304000005,4.417123081410466,,open,OPEN,False,,False,,False,False,0.7200303850804471,,3519879,Spitalul Clinic Județean de Urgență Arad,Utilities,OTHER,nan,nan,nan,False,True,33690000,33,336,3369,,,,,,False,True,False,0.5714285714285714
EU_TED_6761454,ocds-ted-eu-324091,-15,EU_TED,ES,Spain,,True,,,,2016.0,,,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Diputación Provincial de Castellón,Body governed by public law,PUBLIC_BODY,,,,False,True,72267100.0,72,722,7226,,,,,,True,True,False,0.2857142857142857
EU_TED_539757,ocds-ted-eu-79686,-nan,EU_TED,LT,Lithuania,,True,,,,2007.0,,,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.9998982334511768,,nan,Vilniaus universitetas,Public undertaking,OTHER,,,,False,True,33261000.0,33,332,3326,,,,,,True,True,False,0.2857142857142857
EU_TED_29228243,ocds-ted-eu-1205960,-205,EU_TED,PL,Poland,,True,,,,2021.0,11.0,4.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,0.9934381308088056,,PL7160010761,Państwowy Instytut Weterynaryjny - Państwowy Instytut Badawczy,Utilities,OTHER,,,,False,True,38000000,38,380,3800,,,,,,True,True,False,0.2857142857142857
OCDS_CO_39300302,ocds-k50g02-17-12-6774515,17-12-6774515,OCDS_CO,CO,Colombia,,True,2017-04-03 12:01:00,,,2017.0,4.0,2.0,2017-04,,49440000.0,COP,16759.322033898305,15235.747303543912,18267.661016949154,4.224256446102596,16759.322033898305,direct,DIRECT,False,False,False,0.0,False,False,0.9975581846437559,0.03271454890460778,800186061,DEFENSORIA DEL PUEBLO - DEFENSORIA,,OTHER,43629164,OSSA ARANGO VICTORIA EUGENIA,Colombia,False,False,801215,80,801,8012,,SERVICES,,,,False,True,False,0.7142857142857143
EU_TED_21042267,ocds-ted-eu-6580759,-13 - 421,EU_TED,DE,Germany,,True,,,,2018.0,11.0,4.0,NaT,,,EUR,,,,,,limited,NEGOTIATED,True,,False,,False,False,1.0,,None,PBMG eG,Utilities,OTHER,,,,False,True,33600000.0,33,336,3360,,,,,,True,True,False,0.2857142857142857
EU_TED_5032556,ocds-ted-eu-91090,-nan,EU_TED,NO,Norway,,True,,,,2014.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,,False,False,1.0,,None,Helseforetakenes Innkjøpsservice AS,Public undertaking,OTHER,,,,False,True,9344000.0,93,934,9344,,,,,,True,True,False,0.2857142857142857
EU_TED_20232762,ocds-ted-eu-5771254,-58,EU_TED,IT,Italy,,True,,,,2018.0,6.0,2.0,NaT,,32035363.1,EUR,37801728.458,32035363.1,40069832.165479995,7.577511658107322,,open,OPEN,False,,True,,False,False,0.5734433101818037,,7267599,Azienda USL della Romagna,Body governed by public law,PUBLIC_BODY,,,,False,True,33170000.0,33,331,3317,,,,,,False,True,False,0.42857142857142855
OCDS_CO_38191221,ocds-k50g02-16-12-5074134,16-12-5074134,OCDS_CO,CO,Colombia,,True,2016-05-04 19:24:25,,,2016.0,5.0,2.0,2016-05,,9040000.0,COP,2963.934426229508,2694.485842026825,3289.967213114754,3.4718685911285774,2963.934426229508,direct,DIRECT,False,False,False,0.0,False,False,0.656734780780439,0.999512881969996,890804256,CALDAS - CENTRO DE RECEPCION DE MENORES DE MANIZALES - MANIZALES,,OTHER,24333819,NATALIA OTALVARO CARDONA,Colombia,False,False,831122,83,831,8311,,OTHER,,,,False,True,False,0.7142857142857143
EU_TED_8855881,ocds-ted-eu-202116912,202116912-nan,EU_TED,PL,Poland,,True,,,,2018.0,1.0,1.0,NaT,,67898.96,EUR,80120.7728,67898.96,84928.01916800001,4.903745129602529,,open,OPEN,False,,False,4.0,False,True,0.9998982334511768,,nan,SPZZOZ w Gryficach,Utilities,OTHER,nan,"Konsorcjum Urtica Sp. z o.o. i PGF S.A. ul. Krzemieniecka 120, 54-613 Wrocław, ul. Zbąszyńska 3, 91-342 Łódź---Konsorcjum Urtica Sp. z o.o. i PGF S.A. ul. Krzemieniecka 120, 54-613 Wrocław, ul. Zbąszyńska 3, 91-342 Łódź",PL---PL,False,True,33600000,33,336,3360,,,,,,False,False,False,0.7142857142857143
EU_TED_15682267,ocds-ted-eu-1220759,-20,EU_TED,PL,Poland,,True,,,,2018.0,5.0,2.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,None,Szpital Solec Sp. z o.o.,Utilities,OTHER,,,,False,True,33600000.0,33,336,3360,,,,,,True,True,False,0.2857142857142857
EU_TED_20414888,ocds-ted-eu-5953380,-nan,EU_TED,BE,Belgium,,True,,,,2018.0,8.0,3.0,NaT,,,EUR,,,,,,limited,NEGOTIATED,True,,False,,False,False,0.381532774189492,,0862.382.656_21970,Ziekenhuisnetwerk Antwerpen ,Utilities,OTHER,,,,False,True,33111620.0,33,331,3311,,,,,,True,True,False,0.2857142857142857
OCDS_CO_36915747,ocds-k50g02-14-15-2783530,14-15-2783530,OCDS_CO,CO,Colombia,,True,2014-07-31 10:00:00,,,2014.0,7.0,3.0,2014-07,,69999999.0,COP,34999.9995,31818.18136363636,39549.99943499999,4.544068038146069,35000.0,open,OPEN,False,False,False,0.0,False,False,0.26750679097176616,0.999512881969996,null,null,,OTHER,900282430,FUNDACIoN WR TEJIDO SOCIAL,Colombia,False,False,,,,,,OTHER,,,,False,True,False,0.5714285714285714
EU_TED_2473455,ocds-ted-eu-201196745,201196745-nan,EU_TED,FR,France,,True,,,,2011.0,,,NaT,,,EUR,,,,,,open,OPEN,True,,False,4.0,False,True,0.9998982334511768,,nan,Commune de Bayonne,Body governed by public law,PUBLIC_BODY,nan,IBT,FR,False,True,79810000.0,79,798,7981,,,,,,True,True,False,0.5714285714285714
EU_TED_12659728,ocds-ted-eu-2022107776,2022107776-1,EU_TED,NO,Norway,,True,,,,2018.0,2.0,1.0,NaT,,511644.84,EUR,603740.9112,511644.84,639965.365872,5.780850605878992,,limited,NEGOTIATED,False,,True,6.0,False,True,0.8164401842121859,,994598759,Norsk Helsenett SF,National agency,OTHER,nan,Promis AS,NO,True,True,72200000,72,722,7220,,,,,,False,False,False,0.7142857142857143
EU_TED_29195843,ocds-ted-eu-1173560,-102,EU_TED,RO,Romania,,False,,,,2021.0,11.0,4.0,NaT,,1317533.68,EUR,1554689.7423999999,1317533.68,1476955.25528,6.1916437331650505,,open,OPEN,True,,True,,False,False,0.8391493694546537,,4359628,"Spitalul Municipal ""Dimitrie Castroian"" Husi",Public undertaking,OTHER,,,,False,True,33690000,33,336,3369,,,,,,False,True,False,0.42857142857142855
EU_TED_13424211,ocds-ted-eu-2022658290,2022658290-1,EU_TED,IE,Ireland,,True,,,,2018.0,11.0,4.0,NaT,,13500000.0,EUR,15930000.0,13500000.0,16885800.0,7.202215775801132,,open,OPEN,False,,True,,False,False,0.5967284489223674,,3267368TH,Limerick City and County Council,Body governed by public law,PUBLIC_BODY,nan,nan,nan,False,True,71200000,71,712,7120,,,,,,False,True,False,0.5714285714285714
EU_TED_12444968,ocds-ted-eu-2021552506,2021552506-3,EU_TED,SI,Slovenia,,True,,,,2018.0,10.0,4.0,NaT,,26779.14,EUR,31599.385199999997,26779.14,33495.348312,4.499678633034705,,open,OPEN,False,,False,,False,False,0.6996968441779545,,5089638000---5052114000,UNIVERZA V MARIBORU---UNIVERZA V MARIBORU UNIVERZITETNA KNJIŽNICA MARIBOR,Utilities,OTHER,nan,nan,nan,False,True,22000000,22,220,2200,,,,,,False,True,False,0.5714285714285714
OCDS_CO_37478601,ocds-k50g02-15-12-4225619,15-12-4225619,OCDS_CO,CO,Colombia,,True,2015-01-19 08:08:00,,,2015.0,1.0,1.0,2015-01,,34655916.0,COP,12648.144525547445,11498.31320504313,14292.403313868612,4.1020268194707326,12648.144525547445,direct,DIRECT,False,False,False,0.0,False,False,0.9945758351442421,0.999512881969996,899999034,SERVICIO NACIONAL DE APRENDIZAJE - SENA,,OTHER,71779149,MOLANO OSORIO MAURICIO ANDRES,Colombia,False,False,861017,86,861,8610,,OTHER,,,,False,True,False,0.7142857142857143
EU_TED_27891295,ocds-ted-eu-2021594796,2021594796-78,EU_TED,RO,Romania,,False,,,,2021.0,11.0,4.0,NaT,,78681.37,EUR,92844.01659999999,78681.37,88201.81576999999,4.967753920554698,,open,OPEN,False,,False,,False,False,0.6027320194002163,,9709368,PENITENCIAR SPITAL DEJ,Public undertaking,OTHER,nan,nan,nan,False,True,33140000,33,331,3314,,,,,,False,True,False,0.5714285714285714
EU_TED_24189680,ocds-ted-eu-1020538,-4,EU_TED,GR,Greece,,True,,,,2019.0,10.0,4.0,NaT,,,EUR,,,,,,open,OPEN,False,,False,,False,False,1.0,,ΔΘΝ13/2019,2η Υ.ΠΕ. Πειραιώς και Αιγαίου,Utilities,OTHER,,,,False,True,33100000,33,331,3310,,,,,,True,True,False,0.2857142857142857
EU_TED_27290766,ocds-ted-eu-2021230270,2021230270-1,EU_TED,FR,France,,True,,,,2021.0,5.0,2.0,NaT,,9888000.0,EUR,11667840.0,9888000.0,11084448.0,7.066990465050866,,open,OPEN,True,,True,53.0,False,True,0.9998982334511768,,nan,Ville de Paris,Body governed by public law,PUBLIC_BODY,nan,Association sporting club univers France — SCUF,FR,True,True,92600000,92,926,9260,,,,,,False,False,False,0.7142857142857143
EU_TED_10841027,ocds-ted-eu-2020118307,2020118307-112,EU_TED,RO,Romania,,False,,,,2018.0,3.0,1.0,NaT,,49932.06,EUR,58919.830799999996,49932.06,62455.020648,4.770261491009496,,open,OPEN,False,,False,,False,False,0.7628992142692543,,3963722,Spitalul Județean Satu Mare,Utilities,OTHER,nan,nan,nan,False,True,33622100,33,336,3362,,,,,,False,True,False,0.5714285714285714
EU_TED_30333537,ocds-ted-eu-2022661292,2022661292-14,EU_TED,LT,Lithuania,,True,,,,2022.0,11.0,4.0,NaT,,29710.0,EUR,31195.5,29710.0,27140.085,4.494091950873602,,open,OPEN,False,,False,,False,False,0.45339095530245377,,135163499,Lietuvos sveikatos mokslų universiteto ligoninė Kauno klinikos,Public undertaking,OTHER,nan,nan,nan,False,True,15842000,15,158,1584,,,,,,False,True,False,0.5714285714285714
